code_post,year,month,day,heigh,rainy
9408,2012,7,16,326.0,
9408,2012,8,16,250.0,
9408,2012,9,16,250.0,
9408,2012,10,16,253.0,Ш)
9408,2012,11,16,219.0,Z
9408,2012,12,16,210.0,I
9408,2012,1,17,251.0,I
9408,2012,2,17,234.0,I
9408,2012,3,17,223.0,I
9408,2012,4,17,210.0,I
9408,2012,5,17,626.0,Х
9408,2012,6,17,472.0,
9408,2012,7,17,317.0,
9408,2012,8,17,249.0,_
9408,2012,9,17,249.0,
9408,2012,10,17,254.0,Ш)
9408,2012,11,17,218.0,Z
9408,2012,12,17,209.0,I
9408,2012,1,18,250.0,I
9408,2012,2,18,233.0,I
9408,2012,3,18,222.0,I
9408,2012,4,18,210.0,I
9408,2012,5,18,640.0,Х
9408,2012,6,18,499.0,
9408,2012,7,18,309.0,
9408,2012,8,18,252.0,
9408,2012,9,18,249.0,
9408,2012,10,18,257.0,Z
9408,2012,11,18,218.0,Z
9408,2012,12,18,209.0,I
9408,2012,1,19,250.0,I
9408,2012,2,19,233.0,I
9408,2012,3,19,221.0,I
9408,2012,4,19,210.0,I
9408,2012,5,19,619.0,Х
9408,2012,6,19,524.0,
9408,2012,7,19,305.0,
9408,2012,8,19,256.0,
9408,2012,9,19,248.0,
9408,2012,10,19,263.0,Z
9408,2012,11,19,218.0,Z
9408,2012,12,19,209.0,I
9408,2012,1,20,249.0,I
9408,2012,2,20,233.0,I
9408,2012,3,20,221.0,I
9408,2012,4,20,210.0,I
9408,2012,5,20,625.0,Х
9408,2012,6,20,513.0,
9408,2012,7,20,300.0,
9408,2012,8,20,258.0,
9408,2012,9,20,248.0,
9408,2012,10,20,269.0,^Z
9408,2012,11,20,217.0,Z
9408,2012,12,20,209.0,I
9408,2012,1,21,249.0,I
9408,2012,2,21,232.0,I
9408,2012,3,21,220.0,I
9408,2012,4,21,209.0,I
9408,2012,5,21,635.0,
9408,2012,6,21,502.0,
9408,2012,7,21,295.0,
9408,2012,8,21,258.0,
9408,2012,9,21,250.0,
9408,2012,10,21,257.0,Z
9408,2012,11,21,217.0,Z
9408,2012,12,21,209.0,I
9408,2012,1,22,248.0,I
9408,2012,2,22,232.0,I
9408,2012,3,22,220.0,I
9408,2012,4,22,209.0,I
9408,2012,5,22,654.0,
9408,2012,6,22,478.0,
9408,2012,7,22,292.0,
9408,2012,8,22,257.0,
9408,2012,9,22,250.0,
9408,2012,10,22,238.0,Z
9408,2012,11,22,217.0,Z
9408,2012,12,22,208.0,I
9408,2012,1,23,248.0,I
9408,2012,2,23,232.0,I
9408,2012,3,23,220.0,I
9408,2012,4,23,209.0,I
9408,2012,5,23,661.0,
9408,2012,6,23,464.0,
9408,2012,7,23,290.0,
9408,2012,8,23,256.0,
9408,2012,9,23,250.0,
9408,2012,10,23,230.0,Z
9408,2012,11,23,217.0,Z
9408,2012,12,23,208.0,I
9408,2012,1,24,247.0,I
9408,2012,2,24,231.0,I
9408,2012,3,24,219.0,I
9408,2012,4,24,209.0,I
9408,2012,5,24,670.0,
9408,2012,6,24,462.0,
9408,2012,7,24,290.0,
9408,2012,8,24,255.0,
9408,2012,9,24,249.0,
9408,2012,10,24,228.0,Z
9408,2012,11,24,216.0,Z
9408,2012,12,24,208.0,I
9408,2012,1,25,247.0,I
9408,2012,2,25,231.0,I
9408,2012,3,25,219.0,I
9408,2012,4,25,209.0,I
9408,2012,5,25,681.0,
9408,2012,6,25,460.0,
9408,2012,7,25,287.0,
9408,2012,8,25,255.0,
9408,2012,9,25,250.0,
9408,2012,10,25,228.0,Z
9408,2012,11,25,216.0,Z
9408,2012,12,25,207.0,I
9408,2012,1,26,246.0,I
9408,2012,2,26,231.0,I
9408,2012,3,26,219.0,I
9408,2012,4,26,208.0,I
9408,2012,5,26,693.0,
9408,2012,6,26,458.0,
9408,2012,7,26,283.0,
9408,2012,8,26,253.0,
9408,2012,9,26,251.0,
9408,2012,10,26,227.0,Z
9408,2012,11,26,216.0,Z
9408,2012,12,26,207.0,I
9408,2012,1,27,245.0,I
9408,2012,2,27,231.0,I
9408,2012,3,27,218.0,I
9408,2012,4,27,208.0,I
9408,2012,5,27,699.0,^
9408,2012,6,27,455.0,
9408,2012,7,27,280.0,
9408,2012,8,27,253.0,
9408,2012,9,27,251.0,
9408,2012,10,27,226.0,Z
9408,2012,11,27,216.0,Z
9408,2012,12,27,207.0,I
9408,2012,1,28,245.0,I
9408,2012,2,28,230.0,I
9408,2012,3,28,218.0,I
9408,2012,4,28,208.0,I
9408,2012,5,28,691.0,
9408,2012,6,28,447.0,
9408,2012,7,28,278.0,
9408,2012,8,28,252.0,
9408,2012,9,28,253.0,
9408,2012,10,28,225.0,Z
9408,2012,11,28,216.0,Z
9408,2012,12,28,207.0,I
9408,2012,1,29,244.0,I
9408,2012,2,29,229.0,_I
9408,2012,3,29,218.0,I
9408,2012,4,29,208.0,I
9408,2012,5,29,684.0,
9408,2012,6,29,437.0,
9408,2012,7,29,275.0,
9408,2012,8,29,252.0,
9408,2012,9,29,254.0,^
9408,2012,10,29,225.0,Z
9408,2012,11,29,215.0,_Z
9408,2012,12,29,207.0,I
9408,2012,1,30,244.0,I
9408,2012,2,30,1.0,
9408,2012,3,30,218.0,I
9408,2012,4,30,208.0,_I
9408,2012,5,30,671.0,
9408,2012,6,30,435.0,
9408,2012,7,30,271.0,
9408,2012,8,30,251.0,
9408,2012,9,30,254.0,^
9408,2012,10,30,224.0,Z
9408,2012,11,30,215.0,_Z
9408,2012,12,30,206.0,_I
9408,2012,1,31,243.0,_I
9408,2012,2,31,1.0,
9408,2012,3,31,217.0,_I
9408,2012,4,31,1.0,
9408,2012,5,31,655.0,
9408,2012,6,31,1.0,
9408,2012,7,31,269.0,_
9408,2012,8,31,251.0,
9408,2012,9,31,1.0,
9408,2012,10,31,224.0,_Z
9408,2012,11,31,1.0,
9408,2012,12,31,206.0,_I
9410,2012,1,1,259.0,^I
9410,2012,2,1,247.0,^I
9410,2012,3,1,244.0,^I
9410,2012,4,1,241.0,^I
9410,2012,5,1,239.0,_I
9410,2012,6,1,1397.0,
9410,2012,7,1,728.0,^
9410,2012,8,1,286.0,
9410,2012,9,1,297.0,_
9410,2012,10,1,375.0,
9410,2012,11,1,309.0,I
9410,2012,12,1,277.0,^I
9410,2012,1,2,258.0,I
9410,2012,2,2,247.0,^I
9410,2012,3,2,244.0,^I
9410,2012,4,2,241.0,^I
9410,2012,5,2,239.0,_I
9410,2012,6,2,1381.0,
9410,2012,7,2,658.0,
9410,2012,8,2,275.0,
9410,2012,9,2,304.0,
9410,2012,10,2,374.0,
9410,2012,11,2,309.0,I
9410,2012,12,2,276.0,I
9410,2012,1,3,257.0,I
9410,2012,2,3,247.0,^I
9410,2012,3,3,244.0,^I
9410,2012,4,3,241.0,^I
9410,2012,5,3,239.0,_I
9410,2012,6,3,1400.0,
9410,2012,7,3,608.0,
9410,2012,8,3,264.0,
9410,2012,9,3,305.0,
9410,2012,10,3,382.0,
9410,2012,11,3,309.0,I
9410,2012,12,3,275.0,I
9410,2012,1,4,256.0,I
9410,2012,2,4,247.0,^I
9410,2012,3,4,244.0,^I
9410,2012,4,4,241.0,^I
9410,2012,5,4,239.0,_I
9410,2012,6,4,1418.0,^
9410,2012,7,4,569.0,
9410,2012,8,4,258.0,
9410,2012,9,4,311.0,
9410,2012,10,4,403.0,
9410,2012,11,4,310.0,I
9410,2012,12,4,274.0,I
9410,2012,1,5,255.0,I
9410,2012,2,5,247.0,^I
9410,2012,3,5,244.0,^I
9410,2012,4,5,241.0,^I
9410,2012,5,5,240.0,_~
9410,2012,6,5,1373.0,
9410,2012,7,5,534.0,
9410,2012,8,5,261.0,
9410,2012,9,5,325.0,
9410,2012,10,5,425.0,^)
9410,2012,11,5,310.0,I
9410,2012,12,5,273.0,I
9410,2012,1,6,254.0,I
9410,2012,2,6,247.0,^I
9410,2012,3,6,244.0,^I
9410,2012,4,6,241.0,^I
9410,2012,5,6,243.0,~
9410,2012,6,6,1301.0,
9410,2012,7,6,514.0,
9410,2012,8,6,261.0,
9410,2012,9,6,341.0,
9410,2012,10,6,405.0,)
9410,2012,11,6,310.0,I
9410,2012,12,6,273.0,I
9410,2012,1,7,253.0,I
9410,2012,2,7,246.0,I
9410,2012,3,7,243.0,I
9410,2012,4,7,241.0,^I
9410,2012,5,7,255.0,~
9410,2012,6,7,1159.0,
9410,2012,7,7,481.0,
9410,2012,8,7,252.0,
9410,2012,9,7,367.0,
9410,2012,10,7,376.0,Ш)
9410,2012,11,7,310.0,I
9410,2012,12,7,272.0,I
9410,2012,1,8,252.0,I
9410,2012,2,8,246.0,I
9410,2012,3,8,243.0,I
9410,2012,4,8,240.0,I
9410,2012,5,8,364.0,(~
9410,2012,6,8,1018.0,
9410,2012,7,8,461.0,
9410,2012,8,8,246.0,
9410,2012,9,8,360.0,
9410,2012,10,8,357.0,Ш)
9410,2012,11,8,311.0,^I
9410,2012,12,8,272.0,I
9410,2012,1,9,251.0,I
9410,2012,2,9,246.0,I
9410,2012,3,9,243.0,I
9410,2012,4,9,240.0,I
9410,2012,5,9,463.0,(
9410,2012,6,9,914.0,
9410,2012,7,9,442.0,
9410,2012,8,9,255.0,_
9410,2012,9,9,366.0,
9410,2012,10,9,351.0,
9410,2012,11,9,311.0,^I
9410,2012,12,9,271.0,I
9410,2012,1,10,250.0,I
9410,2012,2,10,246.0,I
9410,2012,3,10,243.0,I
9410,2012,4,10,240.0,I
9410,2012,5,10,506.0,(
9410,2012,6,10,874.0,
9410,2012,7,10,428.0,
9410,2012,8,10,271.0,
9410,2012,9,10,359.0,
9410,2012,10,10,342.0,
9410,2012,11,10,311.0,^I
9410,2012,12,10,271.0,I
9410,2012,1,11,250.0,I
9410,2012,2,11,246.0,I
9410,2012,3,11,243.0,I
9410,2012,4,11,240.0,I
9410,2012,5,11,527.0,(
9410,2012,6,11,865.0,
9410,2012,7,11,420.0,
9410,2012,8,11,271.0,
9410,2012,9,11,379.0,
9410,2012,10,11,332.0,
9410,2012,11,11,311.0,^I
9410,2012,12,11,271.0,I
9410,2012,1,12,250.0,I
9410,2012,2,12,246.0,I
9410,2012,3,12,243.0,I
9410,2012,4,12,240.0,I
9410,2012,5,12,548.0,(
9410,2012,6,12,865.0,
9410,2012,7,12,408.0,
9410,2012,8,12,272.0,
9410,2012,9,12,463.0,
9410,2012,10,12,326.0,
9410,2012,11,12,310.0,I
9410,2012,12,12,271.0,I
9410,2012,1,13,250.0,I
9410,2012,2,13,246.0,I
9410,2012,3,13,243.0,I
9410,2012,4,13,240.0,I
9410,2012,5,13,814.0,П(
9410,2012,6,13,829.0,
9410,2012,7,13,402.0,
9410,2012,8,13,280.0,
9410,2012,9,13,525.0,
9410,2012,10,13,322.0,
9410,2012,11,13,310.0,I
9410,2012,12,13,271.0,I
9410,2012,1,14,251.0,I
9410,2012,2,14,246.0,I
9410,2012,3,14,243.0,I
9410,2012,4,14,240.0,I
9410,2012,5,14,907.0,ЛN
9410,2012,6,14,801.0,
9410,2012,7,14,409.0,
9410,2012,8,14,289.0,
9410,2012,9,14,526.0,^
9410,2012,10,14,318.0,
9410,2012,11,14,309.0,I
9410,2012,12,14,271.0,I
9410,2012,1,15,251.0,I
9410,2012,2,15,245.0,I
9410,2012,3,15,243.0,I
9410,2012,4,15,240.0,I
9410,2012,5,15,1090.0,ЛN
9410,2012,6,15,797.0,
9410,2012,7,15,424.0,
9410,2012,8,15,303.0,
9410,2012,9,15,470.0,
9410,2012,10,15,316.0,Ш)
9410,2012,11,15,309.0,I
9410,2012,12,15,271.0,I
9410,2012,1,16,251.0,I
9410,2012,2,16,245.0,I
9410,2012,3,16,242.0,I
9410,2012,4,16,240.0,I
9410,2012,5,16,1258.0,Л
9410,2012,6,16,922.0,
9410,2012,7,16,405.0,
9410,2012,8,16,307.0,
9410,2012,9,16,433.0,
9410,2012,10,16,311.0,Ш)
9410,2012,11,16,308.0,I
9410,2012,12,16,271.0,I
9410,2012,1,17,251.0,I
9410,2012,2,17,245.0,I
9410,2012,3,17,242.0,I
9410,2012,4,17,240.0,I
9410,2012,5,17,1237.0,Л
9410,2012,6,17,1132.0,
9410,2012,7,17,391.0,
9410,2012,8,17,304.0,^
9410,2012,9,17,412.0,
9410,2012,10,17,306.0,Ш)
9410,2012,11,17,307.0,I
9410,2012,12,17,271.0,I
9410,2012,1,18,252.0,I
9410,2012,2,18,245.0,I
9410,2012,3,18,242.0,I
9410,2012,4,18,240.0,I
9410,2012,5,18,1205.0,Л
9410,2012,6,18,1182.0,
9410,2012,7,18,383.0,
9410,2012,8,18,297.0,
9410,2012,9,18,401.0,
9410,2012,10,18,297.0,Ш)
9410,2012,11,18,307.0,I
9410,2012,12,18,271.0,I
9410,2012,1,19,252.0,I
9410,2012,2,19,245.0,I
9410,2012,3,19,242.0,I
9410,2012,4,19,240.0,I
9410,2012,5,19,1150.0,Л
9410,2012,6,19,1209.0,
9410,2012,7,19,383.0,
9410,2012,8,19,294.0,
9410,2012,9,19,399.0,
9410,2012,10,19,268.0,Z
9410,2012,11,19,306.0,I
9410,2012,12,19,271.0,I
9410,2012,1,20,252.0,I
9410,2012,2,20,245.0,I
9410,2012,3,20,242.0,I
9410,2012,4,20,240.0,I
9410,2012,5,20,1088.0,
9410,2012,6,20,1096.0,
9410,2012,7,20,367.0,
9410,2012,8,20,290.0,
9410,2012,9,20,403.0,
9410,2012,10,20,249.0,_I
9410,2012,11,20,305.0,I
9410,2012,12,20,271.0,I
9410,2012,1,21,251.0,I
9410,2012,2,21,245.0,I
9410,2012,3,21,242.0,I
9410,2012,4,21,239.0,_I
9410,2012,5,21,1064.0,
9410,2012,6,21,944.0,
9410,2012,7,21,350.0,
9410,2012,8,21,286.0,
9410,2012,9,21,409.0,
9410,2012,10,21,253.0,I
9410,2012,11,21,300.0,I
9410,2012,12,21,271.0,I
9410,2012,1,22,251.0,I
9410,2012,2,22,245.0,I
9410,2012,3,22,242.0,I
9410,2012,4,22,239.0,_I
9410,2012,5,22,1081.0,
9410,2012,6,22,838.0,
9410,2012,7,22,341.0,
9410,2012,8,22,284.0,
9410,2012,9,22,400.0,
9410,2012,10,22,269.0,I
9410,2012,11,22,294.0,I
9410,2012,12,22,271.0,I
9410,2012,1,23,251.0,I
9410,2012,2,23,245.0,I
9410,2012,3,23,242.0,I
9410,2012,4,23,239.0,_I
9410,2012,5,23,1112.0,
9410,2012,6,23,775.0,
9410,2012,7,23,339.0,
9410,2012,8,23,281.0,
9410,2012,9,23,386.0,
9410,2012,10,23,276.0,I
9410,2012,11,23,289.0,I
9410,2012,12,23,270.0,_I
9410,2012,1,24,250.0,I
9410,2012,2,24,245.0,I
9410,2012,3,24,242.0,I
9410,2012,4,24,239.0,_I
9410,2012,5,24,1163.0,
9410,2012,6,24,719.0,
9410,2012,7,24,333.0,
9410,2012,8,24,279.0,
9410,2012,9,24,368.0,
9410,2012,10,24,281.0,I
9410,2012,11,24,287.0,I
9410,2012,12,24,270.0,_I
9410,2012,1,25,250.0,I
9410,2012,2,25,245.0,I
9410,2012,3,25,241.0,_I
9410,2012,4,25,239.0,_I
9410,2012,5,25,1236.0,
9410,2012,6,25,674.0,
9410,2012,7,25,324.0,
9410,2012,8,25,277.0,
9410,2012,9,25,353.0,
9410,2012,10,25,284.0,I
9410,2012,11,25,286.0,I
9410,2012,12,25,270.0,_I
9410,2012,1,26,249.0,I
9410,2012,2,26,244.0,_I
9410,2012,3,26,241.0,_I
9410,2012,4,26,239.0,_I
9410,2012,5,26,1194.0,
9410,2012,6,26,639.0,
9410,2012,7,26,320.0,
9410,2012,8,26,275.0,
9410,2012,9,26,348.0,
9410,2012,10,26,290.0,I
9410,2012,11,26,284.0,I
9410,2012,12,26,270.0,_I
9410,2012,1,27,249.0,I
9410,2012,2,27,244.0,_I
9410,2012,3,27,241.0,_I
9410,2012,4,27,239.0,_I
9410,2012,5,27,1135.0,
9410,2012,6,27,611.0,
9410,2012,7,27,317.0,
9410,2012,8,27,274.0,
9410,2012,9,27,345.0,
9410,2012,10,27,297.0,I
9410,2012,11,27,284.0,I
9410,2012,12,27,270.0,_I
9410,2012,1,28,249.0,I
9410,2012,2,28,244.0,_I
9410,2012,3,28,241.0,_I
9410,2012,4,28,239.0,_I
9410,2012,5,28,1140.0,
9410,2012,6,28,599.0,_
9410,2012,7,28,313.0,
9410,2012,8,28,278.0,
9410,2012,9,28,344.0,
9410,2012,10,28,307.0,I
9410,2012,11,28,282.0,I
9410,2012,12,28,270.0,_I
9410,2012,1,29,248.0,I
9410,2012,2,29,244.0,_I
9410,2012,3,29,241.0,_I
9410,2012,4,29,239.0,_I
9410,2012,5,29,1198.0,
9410,2012,6,29,654.0,
9410,2012,7,29,307.0,
9410,2012,8,29,285.0,
9410,2012,9,29,349.0,
9410,2012,10,29,311.0,I
9410,2012,11,29,280.0,I
9410,2012,12,29,270.0,_I
9410,2012,1,30,248.0,I
9410,2012,2,30,1.0,
9410,2012,3,30,241.0,_I
9410,2012,4,30,239.0,_I
9410,2012,5,30,1323.0,
9410,2012,6,30,730.0,
9410,2012,7,30,300.0,
9410,2012,8,30,292.0,
9410,2012,9,30,374.0,
9410,2012,10,30,312.0,I
9410,2012,11,30,278.0,_I
9410,2012,12,30,270.0,_I
9410,2012,1,31,247.0,_I
9410,2012,2,31,1.0,
9410,2012,3,31,241.0,_I
9410,2012,4,31,1.0,
9410,2012,5,31,1376.0,^
9410,2012,6,31,1.0,
9410,2012,7,31,292.0,_
9410,2012,8,31,295.0,
9410,2012,9,31,1.0,
9410,2012,10,31,309.0,I
9410,2012,11,31,1.0,
9410,2012,12,31,270.0,_I
9413,2012,1,1,317.0,^I
9413,2012,2,1,313.0,^I
9413,2012,3,1,312.0,^I
9413,2012,4,1,311.0,"""I"
9413,2012,5,1,311.0,_I
9413,2012,6,1,1439.0,
9413,2012,7,1,498.0,^
9413,2012,8,1,244.0,^
9413,2012,9,1,195.0,_
9413,2012,10,1,250.0,
9413,2012,11,1,241.0,^]
9413,2012,12,1,224.0,^I
9413,2012,1,2,317.0,^I
9413,2012,2,2,313.0,^I
9413,2012,3,2,312.0,^I
9413,2012,4,2,311.0,"""I"
9413,2012,5,2,312.0,I
9413,2012,6,2,1441.0,^
9413,2012,7,2,492.0,
9413,2012,8,2,242.0,
9413,2012,9,2,205.0,
9413,2012,10,2,263.0,
9413,2012,11,2,241.0,^]
9413,2012,12,2,223.0,I
9413,2012,1,3,317.0,^I~
9413,2012,2,3,313.0,^I
9413,2012,3,3,312.0,^I
9413,2012,4,3,311.0,"""I"
9413,2012,5,3,312.0,I
9413,2012,6,3,1435.0,
9413,2012,7,3,487.0,
9413,2012,8,3,240.0,
9413,2012,9,3,213.0,
9413,2012,10,3,268.0,
9413,2012,11,3,240.0,]
9413,2012,12,3,222.0,I
9413,2012,1,4,317.0,^I~
9413,2012,2,4,313.0,^I
9413,2012,3,4,312.0,^I
9413,2012,4,4,311.0,"""I"
9413,2012,5,4,313.0,~
9413,2012,6,4,1418.0,
9413,2012,7,4,477.0,
9413,2012,8,4,239.0,
9413,2012,9,4,223.0,
9413,2012,10,4,282.0,
9413,2012,11,4,240.0,]
9413,2012,12,4,221.0,I
9413,2012,1,5,317.0,^I~
9413,2012,2,5,313.0,^I
9413,2012,3,5,312.0,^I
9413,2012,4,5,311.0,"""I"
9413,2012,5,5,313.0,(
9413,2012,6,5,1398.0,
9413,2012,7,5,454.0,
9413,2012,8,5,237.0,
9413,2012,9,5,229.0,
9413,2012,10,5,297.0,
9413,2012,11,5,239.0,]
9413,2012,12,5,220.0,I
9413,2012,1,6,317.0,^I
9413,2012,2,6,313.0,^I
9413,2012,3,6,312.0,^I
9413,2012,4,6,311.0,"""I"
9413,2012,5,6,314.0,I
9413,2012,6,6,1378.0,
9413,2012,7,6,415.0,
9413,2012,8,6,235.0,
9413,2012,9,6,232.0,
9413,2012,10,6,308.0,
9413,2012,11,6,239.0,]
9413,2012,12,6,219.0,I
9413,2012,1,7,316.0,I
9413,2012,2,7,313.0,^I
9413,2012,3,7,312.0,^I
9413,2012,4,7,311.0,"""I"
9413,2012,5,7,315.0,I
9413,2012,6,7,1306.0,
9413,2012,7,7,388.0,
9413,2012,8,7,233.0,
9413,2012,9,7,238.0,
9413,2012,10,7,307.0,^
9413,2012,11,7,239.0,]
9413,2012,12,7,218.0,I
9413,2012,1,8,316.0,I
9413,2012,2,8,313.0,^I
9413,2012,3,8,312.0,^I
9413,2012,4,8,311.0,"""I"
9413,2012,5,8,338.0,(
9413,2012,6,8,1254.0,
9413,2012,7,8,365.0,
9413,2012,8,8,230.0,
9413,2012,9,8,243.0,
9413,2012,10,8,278.0,
9413,2012,11,8,238.0,]
9413,2012,12,8,217.0,I
9413,2012,1,9,316.0,I
9413,2012,2,9,313.0,^I
9413,2012,3,9,312.0,^I
9413,2012,4,9,311.0,"""I"
9413,2012,5,9,392.0,(
9413,2012,6,9,1215.0,
9413,2012,7,9,342.0,
9413,2012,8,9,228.0,
9413,2012,9,9,251.0,
9413,2012,10,9,260.0,
9413,2012,11,9,237.0,]
9413,2012,12,9,216.0,I
9413,2012,1,10,316.0,I
9413,2012,2,10,313.0,^I
9413,2012,3,10,312.0,^I
9413,2012,4,10,311.0,"""I"
9413,2012,5,10,1099.0,ЛП
9413,2012,6,10,1130.0,
9413,2012,7,10,330.0,
9413,2012,8,10,226.0,
9413,2012,9,10,266.0,
9413,2012,10,10,253.0,
9413,2012,11,10,236.0,]
9413,2012,12,10,215.0,I
9413,2012,1,11,316.0,I
9413,2012,2,11,313.0,^I
9413,2012,3,11,312.0,^I
9413,2012,4,11,311.0,"""I"
9413,2012,5,11,1004.0,ХN
9413,2012,6,11,1038.0,
9413,2012,7,11,320.0,
9413,2012,8,11,224.0,
9413,2012,9,11,277.0,
9413,2012,10,11,242.0,
9413,2012,11,11,236.0,]
9413,2012,12,11,214.0,I
9413,2012,1,12,316.0,I
9413,2012,2,12,313.0,^I
9413,2012,3,12,312.0,^I
9413,2012,4,12,311.0,"""I"
9413,2012,5,12,701.0,ЛN
9413,2012,6,12,855.0,
9413,2012,7,12,319.0,
9413,2012,8,12,222.0,
9413,2012,9,12,309.0,
9413,2012,10,12,237.0,
9413,2012,11,12,235.0,]
9413,2012,12,12,213.0,I
9413,2012,1,13,316.0,I
9413,2012,2,13,313.0,^I
9413,2012,3,13,312.0,^I
9413,2012,4,13,311.0,"""I"
9413,2012,5,13,578.0,ХN
9413,2012,6,13,729.0,
9413,2012,7,13,316.0,
9413,2012,8,13,220.0,
9413,2012,9,13,338.0,
9413,2012,10,13,234.0,
9413,2012,11,13,234.0,]
9413,2012,12,13,212.0,I
9413,2012,1,14,315.0,I
9413,2012,2,14,313.0,^I
9413,2012,3,14,312.0,^I
9413,2012,4,14,311.0,"""I"
9413,2012,5,14,688.0,ЛN
9413,2012,6,14,676.0,
9413,2012,7,14,314.0,
9413,2012,8,14,218.0,
9413,2012,9,14,371.0,
9413,2012,10,14,230.0,)
9413,2012,11,14,233.0,]
9413,2012,12,14,211.0,I
9413,2012,1,15,315.0,I
9413,2012,2,15,313.0,^I
9413,2012,3,15,312.0,^I
9413,2012,4,15,311.0,"""I"
9413,2012,5,15,1091.0,ЛN
9413,2012,6,15,632.0,
9413,2012,7,15,314.0,
9413,2012,8,15,216.0,
9413,2012,9,15,388.0,^
9413,2012,10,15,230.0,)
9413,2012,11,15,233.0,]
9413,2012,12,15,210.0,I
9413,2012,1,16,315.0,I
9413,2012,2,16,313.0,^I
9413,2012,3,16,312.0,^I
9413,2012,4,16,311.0,"""I"
9413,2012,5,16,1388.0,ЛN
9413,2012,6,16,624.0,
9413,2012,7,16,345.0,
9413,2012,8,16,214.0,
9413,2012,9,16,368.0,
9413,2012,10,16,229.0,)
9413,2012,11,16,232.0,]
9413,2012,12,16,210.0,I
9413,2012,1,17,315.0,I
9413,2012,2,17,313.0,^I
9413,2012,3,17,312.0,^I
9413,2012,4,17,311.0,"""I"
9413,2012,5,17,1408.0,ЛN
9413,2012,6,17,841.0,
9413,2012,7,17,332.0,
9413,2012,8,17,212.0,
9413,2012,9,17,335.0,
9413,2012,10,17,228.0,Ш)
9413,2012,11,17,231.0,]
9413,2012,12,17,210.0,I
9413,2012,1,18,315.0,I
9413,2012,2,18,313.0,^I
9413,2012,3,18,312.0,^I
9413,2012,4,18,311.0,"""I"
9413,2012,5,18,1389.0,ХN
9413,2012,6,18,1264.0,
9413,2012,7,18,313.0,
9413,2012,8,18,213.0,
9413,2012,9,18,295.0,
9413,2012,10,18,228.0,Ш
9413,2012,11,18,231.0,]
9413,2012,12,18,210.0,I
9413,2012,1,19,315.0,I
9413,2012,2,19,313.0,^I
9413,2012,3,19,312.0,^I
9413,2012,4,19,311.0,"""I"
9413,2012,5,19,1374.0,ЛN
9413,2012,6,19,1400.0,
9413,2012,7,19,296.0,
9413,2012,8,19,212.0,
9413,2012,9,19,273.0,
9413,2012,10,19,227.0,Ш
9413,2012,11,19,230.0,]
9413,2012,12,19,210.0,I
9413,2012,1,20,315.0,I
9413,2012,2,20,313.0,^I
9413,2012,3,20,312.0,^I
9413,2012,4,20,311.0,"""I"
9413,2012,5,20,1358.0,ЛN
9413,2012,6,20,1373.0,
9413,2012,7,20,277.0,
9413,2012,8,20,211.0,
9413,2012,9,20,269.0,
9413,2012,10,20,225.0,_]
9413,2012,11,20,230.0,]
9413,2012,12,20,210.0,I
9413,2012,1,21,315.0,I
9413,2012,2,21,313.0,^I
9413,2012,3,21,311.0,_I
9413,2012,4,21,311.0,"""I"
9413,2012,5,21,1352.0,N
9413,2012,6,21,1100.0,
9413,2012,7,21,272.0,
9413,2012,8,21,210.0,
9413,2012,9,21,264.0,
9413,2012,10,21,231.0,_]
9413,2012,11,21,229.0,]
9413,2012,12,21,210.0,I
9413,2012,1,22,314.0,I
9413,2012,2,22,313.0,^I
9413,2012,3,22,311.0,_I
9413,2012,4,22,311.0,"""I"
9413,2012,5,22,1336.0,N
9413,2012,6,22,892.0,
9413,2012,7,22,266.0,
9413,2012,8,22,208.0,
9413,2012,9,22,260.0,
9413,2012,10,22,248.0,]
9413,2012,11,22,228.0,]
9413,2012,12,22,209.0,I
9413,2012,1,23,314.0,I
9413,2012,2,23,313.0,^I
9413,2012,3,23,311.0,_I
9413,2012,4,23,311.0,"""I"
9413,2012,5,23,1347.0,N
9413,2012,6,23,751.0,
9413,2012,7,23,262.0,
9413,2012,8,23,206.0,
9413,2012,9,23,258.0,
9413,2012,10,23,258.0,]
9413,2012,11,23,227.0,]
9413,2012,12,23,209.0,I
9413,2012,1,24,314.0,I
9413,2012,2,24,313.0,^I
9413,2012,3,24,311.0,_I
9413,2012,4,24,311.0,"""I"
9413,2012,5,24,1360.0,
9413,2012,6,24,650.0,
9413,2012,7,24,259.0,
9413,2012,8,24,204.0,
9413,2012,9,24,256.0,
9413,2012,10,24,250.0,]
9413,2012,11,24,226.0,]
9413,2012,12,24,209.0,I
9413,2012,1,25,314.0,I
9413,2012,2,25,313.0,^I
9413,2012,3,25,311.0,_I
9413,2012,4,25,311.0,"""I"
9413,2012,5,25,1371.0,
9413,2012,6,25,590.0,
9413,2012,7,25,257.0,
9413,2012,8,25,203.0,
9413,2012,9,25,254.0,
9413,2012,10,25,248.0,]
9413,2012,11,25,226.0,]
9413,2012,12,25,209.0,I
9413,2012,1,26,314.0,I
9413,2012,2,26,313.0,^I
9413,2012,3,26,311.0,_I
9413,2012,4,26,311.0,"""I"
9413,2012,5,26,1385.0,
9413,2012,6,26,568.0,
9413,2012,7,26,255.0,
9413,2012,8,26,202.0,
9413,2012,9,26,251.0,
9413,2012,10,26,246.0,]
9413,2012,11,26,226.0,]
9413,2012,12,26,208.0,_I
